filename,canonical_smiles
CFDBCz.xyz,Cc1cc(C)cc(N(c2cc(C)cc(C)c2)c2cc3c4c(c2)-n2c5ccccc5c5cccc(c52)B4c2cc4c5cc6c(cc5n(-c5ccccc5)c4cc2N3c2c(C)cc(C)cc2C)N(c2c(C)cc(C)cc2C)c2cc(N(c3cc(C)cc(C)c3)c3cc(C)cc(C)c3)cc3c2B6c2cccc4c5ccccc5n-3c24)c1
CFDBO.xyz,Cc1cc(C)cc(N(c2cc(C)cc(C)c2)c2cc3c4c(c2)N(c2c(C)cc(C)cc2C)c2cc5c(cc2B4c2ccccc2O3)c2cc3c(cc2n5-c2ccccc2)N(c2c(C)cc(C)cc2C)c2cc(N(c4cc(C)cc(C)c4)c4cc(C)cc(C)c4)cc4c2B3c2ccccc2O4)c1
CNBT1.xyz,N#Cc1cc(-n2c3ccccc3c3c4sc5ccccc5c4ccc32)cc(-n2c3ccccc3c3c4sc5ccccc5c4ccc32)c1
CNBT2.xyz,N#Cc1cc(-n2c3ccccc3c3ccc4c5ccccc5sc4c32)cc(-n2c3ccccc3c3ccc4c5ccccc5sc4c32)c1
CO-BCzBN.xyz,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)cc3c1n2-c1ccc2c(=O)c4cc(C(C)(C)C)cc5c6cc(C(C)(C)C)cc7c6n(c2c1B37)c45
CO-DABNA.xyz,CC(C)(C)c1ccc(N2c3ccc(C(C)(C)C)cc3B3c4cc(C(C)(C)C)ccc4-n4c5ccc(C(C)(C)C)cc5c(=O)c5ccc2c3c54)cc1
Cz-2BNCZ.xyz,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)cc3c1n2-c1cc(-n2c4ccccc4c4cc5c(cc42)c2ccccc2n5-c2cc4c5c(c2)-n2c6ccc(C(C)(C)C)cc6c6cc(C(C)(C)C)cc(c62)B5c2cc(C(C)(C)C)cc5c6cc(C(C)(C)C)ccc6n-4c25)cc2c1B3c1cc(C(C)(C)C)cc3c4cc(C(C)(C)C)ccc4n-2c13
Cz-2PTZ-BN .xyz,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1cc2c3c(c1)N1c4ccccc4Sc4cccc(c41)B3c1cccc3c1N2c1ccccc1S3
Cz-DABNA.xyz,c1ccc(N2c3ccccc3B3c4cc5c(cc4N(c4ccccc4)c4cc(-n6c7ccccc7c7ccccc76)cc2c43)N(c2ccccc2)c2cc(-n3c4ccccc4c4ccccc43)cc3c2B5c2ccccc2N3c2ccccc2)cc1
Cz-DBMR.xyz,c1ccc(N(c2ccccc2)c2cc3c4c(c2)-n2c5ccccc5c5cccc(c52)B4c2cc4c(cc2N3c2ccccc2)N(c2ccccc2)c2cc(N(c3ccccc3)c3ccccc3)cc3c2B4c2cccc4c5ccccc5n-3c24)cc1
Cz-OP-BN.xyz,c1ccc(N2c3cccc4c3B3c5c(cccc5N(c5ccccc5)c5cccc2c53)-c2cc(-n3c5ccccc5c5ccccc53)ccc2-4)cc1
Cz-SCz.xyz,CC(C)Cc1ccc2c(c1)c1cc(CC(C)C)cc3c1n2-c1ccc2c4ccccc4n4c2c1B3c1ccccc1-4
Cz-TBN.xyz,Cc1ccc2c(c1)c1cc(C)cc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)c1n2-c1cc2c3c(c1)-n1c4c(cc(C)cc4c4cc(C)cc(-c5ccc(-n6c7ccccc7c7ccccc76)cc5)c41)B3c1cc(C)cc3c4ccccc4n-2c13
CzBN-mCz.xyz,Cc1cccc2c3cccc(C)c3n(-c3cc4c5c(c3)-n3c6ccccc6c6cccc(c63)B5c3cccc5c6ccccc6n-4c35)c12
CzBN1.xyz,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)cc3c1n2-c1cc(N2c4ccccc4Oc4ccccc42)cc2c1B3c1cccc3c4ccccc4n-2c13
CzBN2.xyz,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)cc3c1n2-c1cc(N2c4ccccc4Oc4ccccc42)cc2c1B3c1cccc3c4ccccc4n-2c13
CzBN3.xyz,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)cc3c1n2-c1cc(N2c4ccccc4Oc4ccccc42)cc2c1B3c1cc(C(C)(C)C)cc3c4cc(C(C)(C)C)ccc4n-2c13
CzBNBO.xyz,Cc1cc(C)c(N2c3cc(C(C)(C)C)cc4c3B(c3c2cc2c5c3Oc3cc(C(C)(C)C)ccc3B5c3ccc(C(C)(C)C)cc3O2)c2cccc3c5ccccc5n-4c23)c(C)c1
CzBNIDID-DPA.xyz,CC(C)(C)c1ccc(N(c2ccc(C(C)(C)C)cc2)c2ccc3c4c2c2ccccc2n4-c2cccc4c2B3c2cccc3c2n-4c2c4ccccc4n(-c4ccc(C(C)(C)C)cc4)c32)cc1
CzBNIDID.xyz,CC(C)(C)c1ccc(-n2c3ccccc3c3c2c2cccc4c2n3-c2cccc3c2B4c2cc(C(C)(C)C)cc4c5cc(C(C)(C)C)ccc5n-3c24)cc1
CzBNNO.xyz,CC(C)(C)c1ccc(N2c3cccc4c3B(c3c2cc2c5c3Oc3ccccc3N5c3ccccc3O2)c2cc(C(C)(C)C)cc3c5cc(C(C)(C)C)ccc5n-4c23)cc1
CzBNO.xyz,CC(C)(C)c1ccc2c(c1)B1c3c(cccc3-n3c4ccccc4c4cccc1c43)O2
Czp-DiKTa.xyz,O=c1c2ccccc2n2c3ccc(-n4c5ccccc5c5c6ccc(c54)CCc4ccc(cc4)CC6)cc3c(=O)c3cccc1c32
CzP2PO.xyz,O=[P@]1(c2ccccc2)c2ccccc2-n2c3ccccc3c3cccc1c32
CzYCzPhBN.xyz,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)cc3c1n2-c1cccc2c1B3c1cc3c4ccccc4n(-c4ccccc4)c3c3c4ccccc4n-2c13
DA-BN.xyz,Cc1cc(C)c(N2c3cc4c(cc3B3c5cc6c(cc5N(c5c(C)cc(C)cc5C)c5cc(C)cc2c53)[C@]2(c3ccccc3-6)[C@@H]3C[C@H]5C[C@@H](C3)C[C@@H]2C5)-c2ccccc2[C@]42[C@@H]3C[C@H]4C[C@@H](C3)C[C@@H]2C4)c(C)c1
DABNA-2-DBF.xyz,c1ccc(N2c3ccccc3B3c4ccccc4N(c4ccccc4)c4cc(-c5ccc6oc7ccccc7c6c5)cc2c43)cc1
DABNA-3-DBF.xyz,c1ccc(N2c3ccccc3B3c4ccccc4N(c4ccccc4)c4cc(-c5ccc6c(c5)oc5ccccc56)cc2c43)cc1
DABNA-4-DBF.xyz,c1ccc(N2c3ccccc3B3c4ccccc4N(c4ccccc4)c4cc(-c5cccc6c5oc5ccccc56)cc2c43)cc1
DB-DFN.xyz,Cc1cc(C)c(N2c3cc4c(cc3B3c5ccccc5N5c6ccccc6B6c7cc8oc9ccccc9c8cc7N(c7c(C)cc(C)cc7C)c7cc2c3c5c76)oc2ccccc24)c(C)c1
DB-DFNP.xyz,Cc1cc(C)c(N2c3cc4c(cc3B3c5ccccc5N5c6ccccc6B6c7cc8oc9cc%10ccccc%10cc9c8cc7N(c7c(C)cc(C)cc7C)c7cc2c3c5c76)oc2cc3ccccc3cc24)c(C)c1
DB-DOP.xyz,Cc1cc(C)c(N2c3ccc(Oc4ccccc4)cc3B3c4ccccc4N4c5ccccc5B5c6cc(Oc7ccccc7)ccc6N(c6c(C)cc(C)cc6C)c6cc2c3c4c65)c(C)c1
DB-MO.xyz,c1ccc(N(c2ccccc2)c2cc3c4c(c2)N(c2ccccc2)c2cc5c(cc2B4Oc2ccccc2-3)B2c3ccccc3N(c3ccccc3)c3cc(N(c4ccccc4)c4ccccc4)cc(c32)N5c2ccccc2)cc1
DB-O.xyz,Cc1cc(C)c(N2c3ccccc3B3c4ccccc4N4c5ccccc5B5c6ccccc6N(c6c(C)cc(C)cc6C)c6cc2c3c4c65)c(C)c1
DB-S.xyz,Cc1cc(C)c(N2c3ccccc3B3c4ccccc4N4c5c3c2cc2c5B(c3ccccc3N2c2c(C)cc(C)cc2C)c2ccc3sc5ccccc5c3c24)c(C)c1
DB-SF1.xyz,Cc1cc(C)c(N2c3cc4c(cc3B3c5ccccc5N5c6ccccc6B6c7cc8c(cc7N(c7c(C)cc(C)cc7C)c7cc2c3c5c76)-c2ccccc2[C@]82c3ccccc3-c3ccccc32)[C@@]2(c3ccccc3-c3ccccc32)c2ccccc2-4)c(C)c1
DB-SF2.xyz,Cc1cc(C)c(N2c3cc4c5c6c3B(c3ccccc3N6c3ccccc3B5c3c(ccc5c3-c3ccccc3[C@]53c5ccccc5-c5ccccc53)N4c3c(C)cc(C)cc3C)c3c2ccc2c3-c3ccccc3[C@]23c2ccccc2-c2ccccc23)c(C)c1
DBDS.xyz,Cc1cc(C)c(N2c3cc4sc5ccccc5c4cc3B3c4ccccc4N4c5ccccc5B5c6cc7c(cc6N(c6c(C)cc(C)cc6C)c6cc2c3c4c65)sc2ccccc27)c(C)c1
DBDSe.xyz,Cc1cc(C)c(N2c3cc4[se]c5ccccc5c4cc3B3c4ccccc4N4c5ccccc5B5c6cc7c(cc6N(c6c(C)cc(C)cc6C)c6cc2c3c4c65)[se]c2ccccc27)c(C)c1
DBF-DBN.xyz,Cc1ccc(N2c3ccc(C)cc3B3c4cc5oc6cc7c(cc6c5cc4N(c4c(C)cccc4C)c4cc(-c5ccccc5)cc2c43)N(c2c(C)cccc2C)c2cc(-c3ccccc3)cc3c2B7c2cc(-c4ccccc4)ccc2N3c2ccc(C)cc2)cc1
DBF-ν-DABNA.xyz,Cc1ccccc1N1c2cc3c(cc2B2c4ccc(-c5ccccc5)cc4N(c4c(C)cccc4C)c4cc5c(oc6ccccc65)c1c42)B1c2ccc(-c4ccccc4)cc2N(c2c(C)cccc2C)c2cc4c(oc5ccccc54)c(c21)N3c1ccccc1C
DBN-amICz.xyz,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)cc3c1n2-c1cccc2c1B3c1cc3c4cccc5c4n(c3c3c4ccccc4n-2c13)-c1cccc2c1B5c1cc(C(C)(C)C)cc3c4cc(C(C)(C)C)ccc4n-2c13
DBN-bmICz.xyz,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)cc3c1n2-c1cccc2c1B3c1cccc3c4cc5c6cccc7c6n(c5cc4n-2c13)-c1cccc2c1B7c1cc(C(C)(C)C)cc3c4cc(C(C)(C)C)ccc4n-2c13
DBN-Pym.xyz,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)cc3c1n2-c1cc(-c2cc(-c4cc5c6c(c4)-n4c7ccc(C(C)(C)C)cc7c7cc(C(C)(C)C)cc(c74)B6c4cc(C(C)(C)C)cc6c7cc(C(C)(C)C)ccc7n-5c46)ncn2)cc2c1B3c1cc(C(C)(C)C)cc3c4cc(C(C)(C)C)ccc4n-2c13
DBN-PyPym.xyz,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)cc3c1n2-c1cc(-c2nc(-c4ccccc4)nc(-c4cc5c6c(c4)-n4c7ccc(C(C)(C)C)cc7c7cc(C(C)(C)C)cc(c74)B6c4cc(C(C)(C)C)cc6c7cc(C(C)(C)C)ccc7n-5c46)c2-c2ccccc2)cc2c1B3c1cc(C(C)(C)C)cc3c4cc(C(C)(C)C)ccc4n-2c13
DBNN.xyz,CN1c2cc3c(cc2B2c4c1cccc4-n1c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)cc2c41)N(C)c1cccc2c1B3c1cc(C(C)(C)C)cc3c4cc(C(C)(C)C)ccc4n-2c13
DBNO.xyz,Cc1cc(C)c(N2c3cc4c(cc3B3c5ccccc5Oc5cc(C)cc2c53)B2c3ccccc3Oc3cc(C)cc(c32)N4c2c(C)cc(C)cc2C)c(C)c1
DBSeBN.xyz,Cc1cc(C)c(N2c3cc4[se]c5ccccc5c4cc3B3c4cc5c(cc4N(c4c(C)cc(C)cc4C)c4cc(C)cc2c43)[se]c2ccccc25)c(C)c1
DBT-DBN.xyz,Cc1ccc(N2c3ccc(C)cc3B3c4cc5sc6cc7c(cc6c5cc4N(c4c(C)cccc4C)c4cc(-c5ccccc5)cc2c43)N(c2c(C)cccc2C)c2cc(-c3ccccc3)cc3c2B7c2cc(-c4ccccc4)ccc2N3c2ccc(C)cc2)cc1
DBTBN.xyz,Cc1cc(C)c(N2c3cc4sc5ccccc5c4cc3B3c4cc5c(cc4N(c4c(C)cc(C)cc4C)c4cc(C)cc2c43)sc2ccccc25)c(C)c1
DCzBNO.xyz,CC(C)(C)c1ccc2c(c1)B1c3c(ccc(-n4c5ccccc5c5ccccc54)c3O2)-n2c3ccccc3c3cccc1c32
DDiKTa-A.xyz,Cc1ccc(N(c2ccc3c(c2)c(=O)c2cccc4c(=O)c5ccccc5n3c42)c2ccc3c(c2)c(=O)c2cccc4c(=O)c5ccccc5n3c42)cc1
DDiKTa-F.xyz,CC(C)(C)c1ccc2c(c1)c(=O)c1cccc3c(=O)c4cc5c(cc4n2c13)C(C)(C)c1cc2c(cc1-5)c(=O)c1cccc3c(=O)c4cc(C(C)(C)C)ccc4n2c31
DG7.xyz,c1ccc(-n2c3ccccc3c3cc4c(cc32)c2cccc3c2n4-c2cccc4c2B3c2cccc3c5cc6c(cc5n-4c23)c2ccccc2n6-c2ccccc2)cc1
DIDOBNA-N.xyz,Cc1ccc(N(c2cc3c4c(c2)Oc2ccc(C)cc2B4c2cc(C)ccc2O3)c2cc3c4c(c2)Oc2ccc(C)cc2B4c2cc(C)ccc2O3)c(C)c1
DMBNO.xyz,Cc1cc(C)c(-c2ccc3c(c2)Oc2cc(C)cc4c2B3c2cc3c(cc2N4c2c(C)cc(C)cc2C)N(c2c(C)cc(C)cc2C)c2cc(C)cc4c2B3c2ccc(-c3c(C)cc(C)cc3C)cc2O4)c(C)c1
DOBDiKTA.xyz,CC(C)(C)c1ccc2c(c1)B1c3cc(C(C)(C)C)ccc3Oc3c1c(cc1c3c(=O)c3cccc4c(=O)c5cc(C(C)(C)C)ccc5n1c43)O2
DOBFIT.xyz,CC(C)(C)c1ccc(N2c3ccc(C(C)(C)C)cc3B3Oc4cc5c(cc4-c4c3c2cc2c4oc3ccccc32)-c2ccccc2C5(C)C)cc1
DOBFT.xyz,CC(C)(C)c1ccc(N2c3ccc(C(C)(C)C)cc3B3Oc4ccccc4-c4c3c2cc2c4oc3ccccc32)cc1
DOBN.xyz,Cc1cc(C)c(N2c3cc4c(cc3B3c5ccccc5Oc5cc(N(c6ccccc6)c6ccccc6)cc2c53)B2c3ccccc3Oc3cc(N(c5ccccc5)c5ccccc5)cc(c32)N4c2c(C)cc(C)cc2C)c(C)c1
DOBNA-Tol.xyz,Cc1ccccc1-c1ccc2c(c1)Oc1cccc3c1B2c1ccc(-c2ccccc2C)cc1O3
DPA-CzBN.xyz,c1ccc(N(c2ccccc2)c2ccc3c4c2c2ccccc2n4-c2cccc4c2B3c2cccc3c5ccccc5n-4c23)cc1
DPA-tBuPh-BN.xyz,CC[C@H](C)c1ccc(-c2ccc3c4ccc5c6c4n(c3c2)-c2cc(N(c3ccc(C)cc3)c3ccc(C)cc3)cc3c2B6c2c(ccc4c6ccc(-c7ccc([C@@H](C)CC)cc7)cc6n-3c24)C5(c2ccc(C(C)(C)C)cc2)c2ccc(C(C)(C)C)cc2)cc1
DPC.xyz,CC(C)(C)c1ccc2c(c1)B1c3cc(C(C)(C)C)ccc3Oc3c(-c4ccc5c(c4)c4ccccc4n5-c4ccccc4)cc(-c4ccc5c(c4)c4ccccc4n5-c4ccccc4)c(c31)O2
DPQAO-F.xyz,O=c1c2cc(C3(c4ccccc4)c4ccccc4-c4ccccc43)cc3c2n2c4c(cc(C5(c6ccccc6)c6ccccc6-c6ccccc65)cc4c(=O)c4cccc1c42)C3(c1ccccc1)c1ccccc1
DPQAO-M.xyz,Cc1cc2c3c(c1)c(=O)c1cccc4c(=O)c5cc(C)cc(c5n3c14)C2(c1ccccc1)c1ccccc1
DPSi-DBF-BN.xyz,c1ccc([Si]2(c3ccccc3)c3cccc4c3B3c5c(cccc5N(c5ccc6oc7ccccc7c6c5)c5cccc2c53)N4c2ccc3oc4ccccc4c3c2)cc1
DPSi-Ph-BN.xyz,c1ccc(N2c3cccc4c3B3c5c2cccc5[Si](c2ccccc2)(c2ccccc2)c2cccc(c23)N4c2ccccc2)cc1
DQBN.xyz,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)cc3c1n2-c1cccc2c1B3c1ccc3c4c1N2CCN4c1cccc2c1B3c1cc(C(C)(C)C)cc3c4cc(C(C)(C)C)ccc4n-2c13
Ds-NBN.xyz,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)cc3c1n2-c1ccc2c4c1B3c1cc(C(C)(C)C)cc3c5cc(C(C)(C)C)cc(c5n-4c13)C21c2ccccc2Sc2ccccc21
Ds-NBO.xyz,CC(C)(C)c1ccc2c(c1)B1c3c(ccc4c3-n3c5c1cc(C(C)(C)C)cc5c1cc(C(C)(C)C)cc(c13)C41c3ccccc3Sc3ccccc31)O2
DSAF-TBCz.xyz,Cc1ccc2c(c1)[C@]1(c3ccccc3-c3ccccc31)c1cc3c4c5c1N2B1c2c-5c5c6c7c2-n2c8c(cc(C(C)(C)C)cc8c8cc(C(C)(C)C)cc1c82)B7c1cc(C(C)(C)C)cc2c7cc(C(C)(C)C)cc(c7n-6c12)B5N4c1ccc(C)cc1[C@]31c2ccccc2-c2ccccc21
DSAF-TBDPA.xyz,Cc1ccc2c(c1)[C@]1(c3ccccc3-c3ccccc31)c1cc3c4c5c1N2B1c2ccccc2N2c6ccccc6B6c7ccccc7N7c8ccccc8B(c8c-5c1c2c6c87)N4c1ccc(C)cc1[C@]31c2ccccc2-c2ccccc21
DSBN.xyz,Cc1cc(C)c(N2c3cc4c(cc3B3c5ccccc5Sc5cc(N(c6ccccc6)c6ccccc6)cc2c53)B2c3ccccc3Sc3cc(N(c5ccccc5)c5ccccc5)cc(c32)N4c2c(C)cc(C)cc2C)c(C)c1
DSeBN.xyz,Cc1cc(C)c(N2c3cc4c(cc3B3c5ccccc5[Se]c5cc(N(c6ccccc6)c6ccccc6)cc2c53)B2c3ccccc3[Se]c3cc(N(c5ccccc5)c5ccccc5)cc(c32)N4c2c(C)cc(C)cc2C)c(C)c1
DSFX-PIM-TRZ.xyz,c1ccc(-n2c(-c3cccc(-c4nc(-c5ccc6c(c5)C5(c7ccccc7Oc7ccccc75)c5ccccc5-6)nc(-c5ccc6c(c5)C5(c7ccccc7Oc7ccccc75)c5ccccc5-6)n4)c3)nc3ccccc32)cc1
DSpDCz.xyz,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)cc3c1n2-c1ccc2c(c4cccc5c4n2-c2cccc4c2B5c2cccc5c6c(ccc7c6[C@]6(c8ccccc8-c8ccccc86)c6cc(C(C)(C)C)cc8c9cc(C(C)(C)C)ccc9n-7c86)n-4c25)c1[C@]31c2ccccc2-c2ccccc21
DtButHCzB.xyz,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)cc3c1n2-c1cccc2c1B3c1cc(C(C)(C)C)cc3c4cc(C(C)(C)C)ccc4n-2c13
DtCzB-mDPA.xyz,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)cc3c1n2-c1cc(-c2cc(N(c4ccccc4)c4ccccc4)cc(N(c4ccccc4)c4ccccc4)c2)cc2c1B3c1cc(C(C)(C)C)cc3c4cc(C(C)(C)C)ccc4n-2c13
DtCzB-mDS.xyz,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)cc3c1n2-c1cc(-c2cc(Sc4ccccc4)cc(Sc4ccccc4)c2)cc2c1B3c1cc(C(C)(C)C)cc3c4cc(C(C)(C)C)ccc4n-2c13
DtCzBN-CNBT1.xyz,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)cc3c1n2-c1cc(-c2cc(-n4c5ccccc5c5c6sc7ccccc7c6ccc54)c(C#N)c(-n4c5ccccc5c5c6sc7ccccc7c6ccc54)c2)cc2c1B3c1cc(C(C)(C)C)cc3c4cc(C(C)(C)C)ccc4n-2c13
DtCzBN-CNBT2.xyz,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)cc3c1n2-c1cc(-c2c(-n4c5ccccc5c5ccc6c7ccccc7sc6c54)cc(C#N)cc2-n2c4ccccc4c4ccc5c6ccccc6sc5c42)cc2c1B3c1cc(C(C)(C)C)cc3c4cc(C(C)(C)C)ccc4n-2c13
DTP.xyz,CC(C)(C)c1ccc2c(c1)B1c3cc(C(C)(C)C)ccc3Oc3c(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)c(c31)O2
f-DOANA.xyz,Cc1ccc(N(c2ccc(C)cc2)c2cc3c4c(c2)N(c2cc(C)cc(C)c2)c2cc5c6c(c2B4c2c(cc4c7c2Oc2ccc(C)cc2B7c2cc(C)ccc2O4)N3c2cc(C)cc(C)c2)Oc2ccc(C)cc2B6c2cc(C)ccc2O5)cc1
GBN.xyz,Cc1ccc2c(c1)c1cc(C)ccc1n2-c1cc2c3c(c1)-n1c4ccc(N(c5ccccc5)c5ccccc5)cc4c4cc(N(c5ccccc5)c5ccccc5)cc(c41)B3c1cc(C)cc3c4cc(C)ccc4n-2c13
HAP-2CzBN.xyz,COC1=NC2=NC(c3ccc4c5c3-n3c6ccc(C(C)(C)C)cc6c6cc(C(C)(C)C)cc(c63)B5c3cc(C(C)(C)C)cc5c6cc(C(C)(C)C)ccc6n-4c35)=NC3=NC(c4ccc5c6c4-n4c7ccc(C(C)C)cc7c7cc(C(C)(C)C)cc(c74)B6c4cc(C(C)(C)C)cc6c7cc(C(C)(C)C)ccc7n-5c46)=NC(=N1)N23
HAP-3CzBN.xyz,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)cc3c1n2-c1cc(C2=NC4=NC(c5ccc6c7c5-n5c8ccc(C(C)(C)C)cc8c8cc(C(C)(C)C)cc(c85)B7c5cc(C(C)(C)C)cc7c8cc(C(C)(C)C)ccc8n-6c57)=NC5=NC(c6ccc7c8c6-n6c9ccc(C(C)(C)C)cc9c9cc(C(C)(C)C)cc(c96)B8c6cc(C(C)(C)C)cc8c9cc(C(C)(C)C)ccc9n-7c68)=NC(=N2)N45)cc2c1B3c1cc(C(C)(C)C)cc3c4cc(C(C)(C)C)ccc4n-2c13
HAP-CzBN.xyz,COc1nc2nc(nc3n2c(n1)nc(n3)OC)c1ccc2c3c1n1c4ccc(cc4c4c1c(B3c1c3n2c2ccc(cc2c3cc(c1)C(C)(C)C)C(C)(C)C)cc(c4)C(C)(C)C)C(C)(C)C
HMAT-BNCz.xyz,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)cc3c1n2-c1cc(-c2ccc(N4c5ccccc5C(C)(C)c5ccccc54)cc2)cc2c1B3c1cc(C(C)(C)C)cc3c4cc(C(C)(C)C)ccc4n-2c13
IDAD-BNCz.xyz,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)cc3c1n2-c1cc(-c2ccc4c(c2)C(c2ccccc2)(c2ccccc2)c2cccc5c6ccccc6n-4c25)cc2c1B3c1cc(C(C)(C)C)cc3c4cc(C(C)(C)C)ccc4n-2c13
IDCz-B-I.xyz,c1ccc(-n2c3ccccc3c3cc4c5c(c6ccccc6n5-c5cccc6c5B4c4cccc5c7ccccc7n-6c45)c32)cc1
IDCz-B-II.xyz,c1ccc(-n2c3ccccc3c3cc4c5c(c6ccccc6n5-c5cccc6c5B4c4cc5c7ccccc7n(-c7ccccc7)c5c5c7ccccc7n-6c45)c32)cc1
IDCz-DBS.xyz,c1ccc2c(c1)sc1ccc(-c3cccc4c3c3c5c6ccccc6n6c7ccccc7c(c7c8ccccc8n4c73)c56)cc12
Indo-CzBN.xyz,c1ccc(-n2c3ccccc3c3cc4c5c(c6ccccc6n5-c5cccc6c5B4c4cccc5c7ccccc7n-6c45)c32)cc1
"Indo-tCzBN,.xyz",CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)cc3c1n2-c1cccc2c1B3c1cc3c4ccccc4n(-c4ccccc4)c3c3c4cc(C(C)(C)C)ccc4n-2c13
IPrBN-mCP.xyz,Cc1cc(C)c(N2c3ccc(C(C)C)cc3B3c4cc(C(C)C)ccc4N(c4c(C)cc(C)cc4C)c4cc(N(c5ccc(C(C)(C)C)cc5)c5cc(-n6c7ccccc7c7ccccc76)cc(-n6c7ccccc7c7ccccc76)c5)cc2c43)c(C)c1
IPrBN.xyz,Cc1cc(C)c(N2c3ccc(C(C)C)cc3B3c4cc(C(C)C)ccc4N(c4c(C)cc(C)cc4C)c4cccc2c43)c(C)c1
IPSeZ.xyz,c1ccc2c(c1)[Se]c1cccc3c4ccccc4n-2c13
IPTZ.xyz,c1ccc2c(c1)Oc1cccc3c4ccccc4n-2c13
IPXZ.xyz,c1ccc2c(c1)Oc1cccc3c4ccccc4n-2c13
M-B2Cz.xyz,Cc1cccc(C)c1N1c2cc3c(cc2B2c4c1cc(C(C)(C)C)cc4-n1c4ccccc4c4cccc2c41)c1cc2c(cc1n3-c1ccccc1)N(c1c(C)cccc1C)c1cc(C(C)(C)C)cc3c1B2c1cccc2c4ccccc4n-3c12
m-Cz-DABNA.xyz,Cc1cc2c3c(c1)N(c1ccccc1)c1c(ccc4c1c1ccccc1n4-c1ccccc1)B3c1ccc3c(c1N2c1ccccc1)c1ccccc1n3-c1ccccc1
m-DBCz-isomer.xyz,CC(C)(C)c1cc2c3c(c1)-n1c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)cc(c41)B3c1cc(C(C)(C)C)cc3c1N2c1cc(C(C)(C)C)cc2c4cc(C(C)(C)C)ccc4n-3c12
m-DBFSi.xyz,Cc1cccc(C)c1N1c2cc3c(cc2B2c4cc5oc6ccccc6c5cc4N(c4c(C)cccc4C)c4cc(-c5cccc([Si](c6ccccc6)(c6ccccc6)c6ccccc6)c5)cc1c42)B1c2cc4oc5ccccc5c4cc2N(c2c(C)cccc2C)c2cc(-c4cccc([Si](c5ccccc5)(c5ccccc5)c5ccccc5)c4)cc(c21)N3c1c(C)cccc1C
m4O.xyz,CC(C)(C)c1ccc2c(c1)c(=O)c1cc(C(C)(C)C)cc3c4c5c6c(cc4n2c13)c1cc(C(C)(C)C)cc2c(=O)c3cc(C(C)(C)C)cc(c3n6c21)[P@@]5(=O)c1ccccc1
MCNBN.xyz,Cc1ccc2c(c1)c1cc(C)cc3c1n2-c1cc(C#N)cc2c1B3c1cc3c(cc1N2c1c(C)cccc1C)N(c1c(C)cccc1C)c1cc(C#N)cc2c1B3c1cc(C)cc3c4cc(C)ccc4n-2c13
mCz-BN2.xyz,CC(C)(C)c1ccc(N2c3ccc(C(C)(C)C)cc3B3c4cc(-n5c6ccc(C(C)(C)C)cc6c6cc(C(C)(C)C)ccc65)ccc4-n4c5ccccc5c5ccc2c3c54)cc1
mDBIC.xyz,Cc1cc(C)c(B2c3cc4c(cc3-n3c5ccc(C(C)(C)C)cc5c5cc(C(C)(C)C)cc2c53)-n2c3ccc(C(C)(C)C)cc3c3cc(C(C)(C)C)cc(c32)B4c2c(C)cc(C)cc2C)c(C)c1
Me-PABO.xyz,Cc1cccc(C)c1N(c1cc2c3c(c1)N(c1c(C)cccc1C)c1c(ccc4c1oc1ccccc14)B3c1ccc3c(oc4ccccc43)c1N2c1c(C)cccc1C)c1cccc2c1oc1ccccc12
Me-PABS.xyz,Cc1cccc(C)c1N(c1cc2c3c(c1)N(c1c(C)cccc1C)c1c(ccc4c1sc1ccccc14)B3c1ccc3c(sc4ccccc43)c1N2c1c(C)cccc1C)c1cccc2c1sc1ccccc12
